"Sector","Pillar","Country","Value","Rank"
"Information and Communications Technology","ICT inputs","United Kingdom",87.58825603,4
"Information and Communications Technology","ICT outputs","United Kingdom",79.3258566,7
"Research, Development and Innovation","Innovation in production","United Kingdom",60.18438714,10
"Pre-University Education","Knowledge capital","United Kingdom",67.13486031,34
"Economy","Knowledge competitiveness","United Kingdom",69.58580465,5
"General Enabling Environment","Political and institutional","United Kingdom",77.57654882,25
"Research, Development and Innovation","Research and development","United Kingdom",55.70453649,13
"Research, Development and Innovation","Social innovation","United Kingdom",43.16645485,9
"General Enabling Environment","Socio-economic","United Kingdom",69.63274435,20
"Economy","Economic openness","United States",56.21926223,20
"Pre-University Education","Educational enabling environment","United States",56.93335998,79
"Technical and Vocational Education and Training","Features of the labour market","United States",89.23954462,1
"Economy","Financing and value added","United States",59.91903071,11
"Technical and Vocational Education and Training","Formation and professional training","United States",94.49571077,1
"General Enabling Environment","Health and environment","United States",73.1567059,69
"Higher Education","Higher education inputs","United States",51.50406796,37
"Higher Education","Higher education outputs and quality","United States",62.58171424,8
"Information and Communications Technology","ICT inputs","United States",83.31319732,8
"Information and Communications Technology","ICT outputs","United States",82.36697759,2
"Research, Development and Innovation","Innovation in production","United States",72.95441362,4
"Pre-University Education","Knowledge capital","United States",54.75138327,68
"Economy","Knowledge competitiveness","United States",71.88939635,4
"General Enabling Environment","Political and institutional","United States",80.19335108,20
"Research, Development and Innovation","Research and development","United States",62.56380072,7
"Research, Development and Innovation","Social innovation","United States",43.66955927,8
"General Enabling Environment","Socio-economic","United States",68.75148654,23
"Economy","Economic openness","Uruguay",31.84918012,108
"Pre-University Education","Educational enabling environment","Uruguay",71.40113151,17
"Technical and Vocational Education and Training","Features of the labour market","Uruguay",57.16233503,44
"Economy","Financing and value added","Uruguay",37.27141877,78
"Technical and Vocational Education and Training","Formation and professional training","Uruguay",62.11557971,25
"General Enabling Environment","Health and environment","Uruguay",84.28548069,12
"Higher Education","Higher education inputs","Uruguay",60.23423883,14
"Higher Education","Higher education outputs and quality","Uruguay",22.34422449,116
"Information and Communications Technology","ICT inputs","Uruguay",50.80056915,89
"Information and Communications Technology","ICT outputs","Uruguay",56.78207524,37
"Research, Development and Innovation","Innovation in production","Uruguay",17.34672737,99
"Pre-University Education","Knowledge capital","Uruguay",61.99468523,50
"Economy","Knowledge competitiveness","Uruguay",46.05295564,70
"General Enabling Environment","Political and institutional","Uruguay",79.36258958,22
"Research, Development and Innovation","Research and development","Uruguay",18.04674266,71
"Research, Development and Innovation","Social innovation","Uruguay",18.79183464,82
"General Enabling Environment","Socio-economic","Uruguay",61.16109948,53
"Economy","Economic openness","Venezuela (Bolivarian Republic of)",19.05680839,131
"Pre-University Education","Educational enabling environment","Venezuela (Bolivarian Republic of)",58.09696925,71
"Technical and Vocational Education and Training","Features of the labour market","Venezuela (Bolivarian Republic of)",48.45105447,75
"Economy","Financing and value added","Venezuela (Bolivarian Republic of)",25.43902743,116
"Technical and Vocational Education and Training","Formation and professional training","Venezuela (Bolivarian Republic of)",23.74448645,132
"General Enabling Environment","Health and environment","Venezuela (Bolivarian Republic of)",66.59477252,95
"Higher Education","Higher education inputs","Venezuela (Bolivarian Republic of)",73.17237512,1
"Higher Education","Higher education outputs and quality","Venezuela (Bolivarian Republic of)",22.58596905,114
"Information and Communications Technology","ICT inputs","Venezuela (Bolivarian Republic of)",49.78592085,92
"Information and Communications Technology","ICT outputs","Venezuela (Bolivarian Republic of)",24.72657608,117
"Research, Development and Innovation","Innovation in production","Venezuela (Bolivarian Republic of)",4.421042183,135
"Pre-University Education","Knowledge capital","Venezuela (Bolivarian Republic of)",47.91960392,95
"Economy","Knowledge competitiveness","Venezuela (Bolivarian Republic of)",14.1822216,136
"General Enabling Environment","Political and institutional","Venezuela (Bolivarian Republic of)",9.436341174,135
"Research, Development and Innovation","Research and development","Venezuela (Bolivarian Republic of)",14.44905341,87
"Research, Development and Innovation","Social innovation","Venezuela (Bolivarian Republic of)",12.14462973,114
"General Enabling Environment","Socio-economic","Venezuela (Bolivarian Republic of)",58.20782634,68
"Economy","Economic openness","Viet Nam",67.75332911,6
"Pre-University Education","Educational enabling environment","Viet Nam",52.61757306,95
"Technical and Vocational Education and Training","Features of the labour market","Viet Nam",42.11140148,106
"Economy","Financing and value added","Viet Nam",35.25445193,85
"Technical and Vocational Education and Training","Formation and professional training","Viet Nam",54.43594627,42
"General Enabling Environment","Health and environment","Viet Nam",75.11113539,60
"Higher Education","Higher education inputs","Viet Nam",33.91296357,116
"Higher Education","Higher education outputs and quality","Viet Nam",29.84945771,92
"Information and Communications Technology","ICT inputs","Viet Nam",61.17102131,60
"Information and Communications Technology","ICT outputs","Viet Nam",43.19687945,71
"Research, Development and Innovation","Innovation in production","Viet Nam",30.30460654,52
"Pre-University Education","Knowledge capital","Viet Nam",63.69427512,47
"Economy","Knowledge competitiveness","Viet Nam",46.27811938,69
"General Enabling Environment","Political and institutional","Viet Nam",40.18126104,90
"Research, Development and Innovation","Research and development","Viet Nam",16.66094452,78
"Research, Development and Innovation","Social innovation","Viet Nam",40.90069895,14
"General Enabling Environment","Socio-economic","Viet Nam",60.57997195,56
"Economy","Economic openness","Zimbabwe",29.27690259,117
"Pre-University Education","Educational enabling environment","Zimbabwe",45.07137938,108
"Technical and Vocational Education and Training","Features of the labour market","Zimbabwe",47.96004474,79
"Economy","Financing and value added","Zimbabwe",21.17315466,126
"Technical and Vocational Education and Training","Formation and professional training","Zimbabwe",54.0253809,46
"General Enabling Environment","Health and environment","Zimbabwe",48.7922269,123
"Higher Education","Higher education inputs","Zimbabwe",46.64463912,62
"Higher Education","Higher education outputs and quality","Zimbabwe",33.59699277,83
"Information and Communications Technology","ICT inputs","Zimbabwe",36.61762225,116
