"Pillar","Subpillar","Country","Value","Rank"
"Political and institutional","Institutional","Brunei Darussalam",54.3336251340041,67
"Political and institutional","Institutional","Bulgaria",56.963243891159,59
"Political and institutional","Institutional","Burkina Faso",52.1438535089758,72
"Political and institutional","Institutional","Burundi",23.238812392157,133
"Political and institutional","Institutional","Cabo Verde",59.9763247259767,51
"Political and institutional","Institutional","Cambodia",34.4433464272584,118
"Political and institutional","Institutional","Cameroon",34.3231747978995,119
"Political and institutional","Institutional","Canada",91.3613486545252,10
"Political and institutional","Institutional","Chad",29.4891925434253,127
"Political and institutional","Institutional","Chile",77.0768216297122,25
"Political and institutional","Institutional","China",36.0499043501196,116
"Political and institutional","Institutional","Colombia",48.6841568637535,85
"Political and institutional","Institutional","Congo (Democratic Republic of the)",21.6916546509035,134
"Political and institutional","Institutional","Costa Rica",76.710406742117,26
"Political and institutional","Institutional","Croatia",54.4474133998387,66
"Political and institutional","Institutional","Cyprus",75.968418647249,27
"Political and institutional","Institutional","Czechia",74.8795419375203,28
"Political and institutional","Institutional","Côte d'Ivoire",46.3116024753674,96
"Political and institutional","Institutional","Denmark",93.7657410746325,6
"Political and institutional","Institutional","Dominican Republic",48.1753804990602,87
"Political and institutional","Institutional","Ecuador",32.0410229092459,124
"Political and institutional","Institutional","Egypt",51.8368987920425,75
"Political and institutional","Institutional","El Salvador",53.0974033739152,71
"Political and institutional","Institutional","Estonia",87.7605012872304,12
"Political and institutional","Institutional","Eswatini (Kingdom of)",39.7616827107019,110
"Political and institutional","Institutional","Ethiopia",40.293200125305,108
"Political and institutional","Institutional","Finland",98.9963113512459,1
"Political and institutional","Institutional","France",79.1056481490271,23
"Political and institutional","Institutional","Gambia",50.0861491312274,79
"Political and institutional","Institutional","Georgia",65.5679648974952,46
"Political and institutional","Institutional","Germany",87.0338444245812,16
"Political and institutional","Institutional","Ghana",64.0975993215533,48
"Political and institutional","Institutional","Greece",59.6401626380977,52
"Political and institutional","Institutional","Guatemala",48.7429805941824,84
"Political and institutional","Institutional","Guinea",36.5298110568867,114
"Political and institutional","Institutional","Guyana",48.1776630000019,86
"Political and institutional","Institutional","Honduras",36.5089589733795,115
"Political and institutional","Institutional","Hong Kong, China (SAR)",86.4999201300156,18
"Political and institutional","Institutional","Hungary",58.5665802200526,55
"Political and institutional","Institutional","Iceland",86.9220841503829,17
"Political and institutional","Institutional","India",52.0355672590278,74
"Political and institutional","Institutional","Indonesia",56.1986631012058,61
"Political and institutional","Institutional","Iran (Islamic Republic of)",23.2965620940993,132
"Political and institutional","Institutional","Ireland",90.0320708329643,11
"Political and institutional","Institutional","Israel",79.4208285108696,22
"Political and institutional","Institutional","Italy",66.9544066856605,41
"Political and institutional","Institutional","Japan",82.1891259597565,20
"Political and institutional","Institutional","Jordan",59.1072456802506,54
"Political and institutional","Institutional","Kazakhstan",47.8274062150528,90
"Political and institutional","Institutional","Kenya",55.4290120028422,63
"Political and institutional","Institutional","Korea (Republic of)",69.7969260885878,36
"Political and institutional","Institutional","Kuwait",60.1222464302908,50
"Political and institutional","Institutional","Kyrgyzstan",47.2124189263702,91
"Political and institutional","Institutional","Lao People's Democratic Republic",29.6804419176912,126
"Political and institutional","Institutional","Latvia",71.6473301899146,32
"Political and institutional","Institutional","Lebanon",46.0451567831006,97
"Political and institutional","Institutional","Lesotho",49.1555452389015,83
"Political and institutional","Institutional","Lithuania",72.9038481510312,31
"Political and institutional","Institutional","Luxembourg",92.0176825598398,9
"Political and institutional","Institutional","Madagascar",39.0666070374585,111
"Political and institutional","Institutional","Malawi",48.0642869423422,88
"Political and institutional","Institutional","Malaysia",67.5779796275494,38
"Political and institutional","Institutional","Mali",42.277429657438,105
"Political and institutional","Institutional","Malta",71.1272266109697,34
"Political and institutional","Institutional","Mauritania",34.4736890949614,117
"Political and institutional","Institutional","Mauritius",74.383736520248,29
"Political and institutional","Institutional","Mexico",45.5747380430875,99
"Political and institutional","Institutional","Moldova (Republic of)",46.3672670521602,94
"Political and institutional","Institutional","Mongolia",51.3053977819886,78
"Political and institutional","Institutional","Morocco",47.2028454511817,92
"Political and institutional","Institutional","Mozambique",37.996043472286,112
"Political and institutional","Institutional","Myanmar",32.2021671099412,123
"Political and institutional","Institutional","Namibia",69.9179222381941,35
"Political and institutional","Institutional","Nepal",42.5691434451676,103
"Political and institutional","Institutional","Netherlands",96.9895295356901,2
"Political and institutional","Institutional","New Zealand",95.9928799119836,3
"Political and institutional","Institutional","North Macedonia",53.1679817804109,70
"Political and institutional","Institutional","Norway",94.4172203954671,5
"Political and institutional","Institutional","Oman",65.6311411084323,45
"Political and institutional","Institutional","Pakistan",40.503555406947,107
"Political and institutional","Institutional","Panama",53.8258106267295,68
"Political and institutional","Institutional","Paraguay",42.4117022169948,104
"Political and institutional","Institutional","Peru",56.2531723782826,60
"Political and institutional","Institutional","Philippines",46.3470333657403,95
"Political and institutional","Institutional","Poland",59.3886778948949,53
"Political and institutional","Institutional","Portugal",79.4355783728869,21
"Political and institutional","Institutional","Qatar",64.4126167757423,47
"Political and institutional","Institutional","Romania",66.2798291016663,43
"Political and institutional","Institutional","Russian Federation",36.8332276494366,113
"Political and institutional","Institutional","Rwanda",55.1394928705254,64
"Political and institutional","Institutional","Saudi Arabia",49.2274522085753,82
"Political and institutional","Institutional","Senegal",55.7298046598847,62
"Political and institutional","Institutional","Serbia",52.0549553226983,73
"Political and institutional","Institutional","Seychelles",58.0340954579187,57
"Political and institutional","Institutional","Singapore",73.2912221743767,30
"Political and institutional","Institutional","Slovakia",60.9066968292858,49
"Political and institutional","Institutional","Slovenia",66.0106297705417,44
"Political and institutional","Institutional","South Africa",66.7130764336714,42
"Political and institutional","Institutional","Spain",71.2079328605659,33
"Political and institutional","Institutional","Sri Lanka",49.918983748882,80
"Political and institutional","Institutional","Sweden",93.1010441737647,7
"Political and institutional","Institutional","Switzerland",95.6034398490562,4
"Political and institutional","Institutional","Syrian Arab Republic",13.9956179978692,136
"Political and institutional","Institutional","Tajikistan",33.4690210081093,120
"Political and institutional","Institutional","Tanzania (United Republic of)",44.9640102853575,101
"Political and institutional","Institutional","Thailand",53.7162195787022,69
